###RAM_STEEL
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Steel
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Steel
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Steel
spike|0.000,0.700,0.800|0|0.00,0.00,1.00|Steel
###FLEA_ABS
core|0.000,0.700,0.000|0|0.00,0.00,0.00|ABS
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|ABS
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|ABS
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|ABS
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|ABS
spike|0.000,0.700,0.800|0|0.00,0.00,1.00|Aluminum
###SPIN_TUNG
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Steel
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Steel
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Steel
spinner|0.000,0.700,0.700|0|0.00,0.00,1.00|Tungsten
###SPIN_ALU
core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Steel
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Steel
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Steel
spinner|0.000,0.700,0.700|0|0.00,0.00,1.00|Aluminum
###SAW_CF
core|0.000,0.700,0.000|0|0.00,0.00,0.00|CarbonFiber
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|CarbonFiber
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|CarbonFiber
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|CarbonFiber
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|CarbonFiber
