core|0.000,0.700,0.000|0|0.00,0.00,0.00|ABS
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|ABS
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|ABS
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|ABS
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|ABS
pivot|-0.325,1.100,0.400|0|-1.00,0.00,0.00|ABS
beam|-0.325,1.100,0.850|0|0.00,0.00,0.00|ABS
beamlong|0.100,1.100,1.250|90|0.00,0.00,0.00|ABS
wedge|0.100,1.100,1.525|0|0.00,0.00,1.00|ABS
