core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.350|90|0.00,0.00,0.00|Aluminum
chassis|0.000,0.700,-0.350|90|0.00,0.00,0.00|Aluminum
wheel|0.320,0.700,0.350|90|1.00,0.00,0.00|Rubber
wheel|-0.320,0.700,0.350|90|-1.00,0.00,0.00|Rubber
wheel|0.320,0.700,-0.350|90|1.00,0.00,0.00|Rubber
wheel|-0.320,0.700,-0.350|90|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|90|0.00,0.00,0.00|Aluminum
engine|0.000,0.975,0.350|90|0.00,0.00,0.00|Aluminum
pivot|0.000,1.000,-0.350|90|0.00,1.00,0.00|Aluminum
beam|0.000,1.000,-0.600|90|0.00,0.00,0.00|Aluminum
blade|0.000,1.000,-0.950|90|0.00,0.00,-1.00|Aluminum
