core|0.000,0.700,0.000|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Steel
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Steel
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Aluminum
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Steel
beam|0.000,1.150,-0.400|180|0.00,0.00,0.00|Steel
pivot|0.250,1.300,-0.400|0|1.00,0.00,0.00|Aluminum
beam|0.250,1.750,-0.400|180|0.00,0.00,0.00|Tungsten
blade|0.250,2.075,-0.400|0|1.00,0.00,0.00|Tungsten
