core|0.000,0.700,0.000|0|0.00,0.00,0.00|Aluminum
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Aluminum
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Aluminum
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Aluminum
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Aluminum
beam|0.000,0.700,0.950|0|0.00,0.00,0.00|Aluminum
pivot|0.250,0.700,0.950|0|1.00,0.00,0.00|Aluminum
beam|0.700,0.700,0.950|90|0.00,0.00,0.00|Aluminum
hook|1.080,0.700,0.950|0|1.00,0.00,0.00|Aluminum
