core|0.000,0.700,0.000|0|0.00,0.00,0.00|Aluminum
chassis|0.000,0.700,0.400|0|0.00,0.00,0.00|Aluminum
chassis|0.000,0.700,-0.400|0|0.00,0.00,0.00|Aluminum
wheel|0.270,0.700,0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,0.400|0|-1.00,0.00,0.00|Rubber
wheel|0.270,0.700,-0.400|0|1.00,0.00,0.00|Rubber
wheel|-0.270,0.700,-0.400|0|-1.00,0.00,0.00|Rubber
battery|0.000,0.975,0.000|0|0.00,0.00,0.00|Aluminum
engine|0.000,0.975,0.400|0|0.00,0.00,0.00|Aluminum
pivot|0.300,0.700,0.000|0|1.00,0.00,0.00|Aluminum
bracket|0.550,0.700,0.000|0|0.00,0.00,0.00|Titanium
beam|0.550,0.700,0.400|0|0.00,0.00,0.00|Titanium
wedge|0.550,0.640,0.875|0|0.00,0.00,1.00|Titanium
